"level_id","n_clusters","cluster_size","icc","mu","model_type","n_reps","var_delta","bias_delta","mse_delta","ci_coverage","conv_rate","tau","mean_outcome"
314,26,100,0.01,-3.04543939135315,"log",100,0.0240698477285768,0.00868915563154147,0.0239046506768802,0.95,0.43,0.100503781525921,0.047816290777513
315,76,100,0.01,-3.04543939135315,"log",100,0.00871432641976726,-0.00890923732146343,0.00870655766521974,0.93,0.52,0.100503781525921,0.047816290777513
316,100,100,0.01,-3.04543939135315,"log",100,0.00531528696590935,0.0048577489679344,0.00528573182128573,0.96,0.63,0.100503781525921,0.047816290777513
317,10,500,0.01,-3.04543939135315,"log",100,0.0206703546683634,-0.0109270107035455,0.0205830506845952,0.9,0.48,0.100503781525921,0.047816290777513
318,26,500,0.01,-3.04543939135315,"log",100,0.00630574944877958,-0.00976460191516337,0.0063380394048534,0.92,0.77,0.100503781525921,0.047816290777513
319,76,500,0.01,-3.04543939135315,"log",100,0.00177383569656399,0.00285632769038637,0.00176425594747322,0.98,0.95,0.100503781525921,0.047816290777513
320,100,500,0.01,-3.04543939135315,"log",100,0.00178117313678258,-0.00441494071522752,0.00178285310693372,0.92,0.99,0.100503781525921,0.047816290777513
321,10,10,0.05,-3.04543939135315,"log",100,55.459865313818,1.31340446769636,56.5885539717998,0.956989247311828,0.204301075268817,0.229415733870562,0.0488440064050067
322,26,10,0.05,-3.04543939135315,"log",100,0.327263973984045,0.101001270039695,0.334056230804676,0.916666666666667,0.291666666666667,0.229415733870562,0.0488440064050067
323,76,10,0.05,-3.04543939135315,"log",100,0.0892121343229099,0.0639837306940894,0.0924139307732146,0.94,0.52,0.229415733870562,0.0488440064050067
324,100,10,0.05,-3.04543939135315,"log",100,0.056699510374681,0.0372851944900997,0.0575227009990988,0.94,0.48,0.229415733870562,0.0488440064050067
325,10,20,0.05,-3.04543939135315,"log",100,4.44979861904303,0.336036183385545,4.51822094939693,0.97,0.34,0.229415733870562,0.0488440064050067
326,26,20,0.05,-3.04543939135315,"log",100,0.167595646529058,-0.00751983204271394,0.165976237937718,0.9,0.46,0.229415733870562,0.0488440064050067
327,76,20,0.05,-3.04543939135315,"log",100,0.0504149996196037,-0.0114788219684754,0.0500426129771917,0.88,0.67,0.229415733870562,0.0488440064050067
328,100,20,0.05,-3.04543939135315,"log",100,0.0350758421076695,0.0488367760006435,0.0371101143767299,0.92,0.62,0.229415733870562,0.0488440064050067
329,10,50,0.05,-3.04543939135315,"log",100,0.142275326726007,0.0411484675853255,0.142545769843367,0.92,0.33,0.229415733870562,0.0488440064050067
330,26,50,0.05,-3.04543939135315,"log",100,0.0526755948168439,0.0395396012817034,0.0537122189381915,0.94,0.53,0.229415733870562,0.0488440064050067
331,76,50,0.05,-3.04543939135315,"log",100,0.0172630904763558,-0.00268852423716085,0.0170976877341661,0.95,0.8,0.229415733870562,0.0488440064050067
332,100,50,0.05,-3.04543939135315,"log",100,0.0138235164422396,0.0146587387582418,0.0139001598997996,0.94,0.86,0.229415733870562,0.0488440064050067
333,10,100,0.05,-3.04543939135315,"log",100,0.108611677730669,0.00430182246095615,0.107544066629848,0.92,0.51,0.229415733870562,0.0488440064050067
334,26,100,0.05,-3.04543939135315,"log",100,0.0311528939367985,-0.0163051374433775,0.0311072225044779,0.95,0.74,0.229415733870562,0.0488440064050067
335,76,100,0.05,-3.04543939135315,"log",100,0.0105686246405384,-0.0036309630148135,0.010476122286548,0.96,0.92,0.229415733870562,0.0488440064050067
336,100,100,0.05,-3.04543939135315,"log",100,0.00988657787968501,-0.000604739573704982,0.00978807781084016,0.93,0.96,0.229415733870562,0.0488440064050067
337,10,500,0.05,-3.04543939135315,"log",100,0.0330969183666364,-0.017833116917096,0.0330839692419489,0.91,0.86,0.229415733870562,0.0488440064050067
338,26,500,0.05,-3.04543939135315,"log",100,0.0157118793114429,0.00924679483741398,0.0156402637330937,0.93,1,0.229415733870562,0.0488440064050067
339,76,500,0.05,-3.04543939135315,"log",100,0.00443880476234415,-0.00205804169366613,0.00439865225033357,0.94,1,0.229415733870562,0.0488440064050067
340,100,500,0.05,-3.04543939135315,"log",100,0.00423160682896969,0.000214068134496913,0.0041893365858462,0.9,1,0.229415733870562,0.0488440064050067
341,10,10,0.1,-3.04543939135315,"log",100,46.2914278719326,0.971633672542537,46.7430378669135,0.957446808510638,0.276595744680851,0.333333333333333,0.0502932786628754
342,26,10,0.1,-3.04543939135315,"log",100,0.347761384611534,0.052737352420614,0.347029871693168,0.888888888888889,0.414141414141414,0.333333333333333,0.0502932786628754
343,76,10,0.1,-3.04543939135315,"log",100,0.100130104745691,0.0172725625550316,0.0994067104001972,0.908163265306122,0.489795918367347,0.333333333333333,0.0502932786628754
344,100,10,0.1,-3.04543939135315,"log",100,0.0978789356708991,0.0407001783081433,0.0985566508285048,0.87,0.64,0.333333333333333,0.0502932786628754
345,10,20,0.1,-3.04543939135315,"log",100,0.408061050972716,0.0854713567802278,0.411285793292842,0.95,0.36,0.333333333333333,0.0502932786628754
346,26,20,0.1,-3.04543939135315,"log",100,0.138524584477103,0.0347472253922994,0.138346708304795,0.94,0.45,0.333333333333333,0.0502932786628754
347,76,20,0.1,-3.04543939135315,"log",100,0.0499438968567177,-0.0118939101978252,0.0495859229879445,0.9,0.77,0.333333333333333,0.0502932786628754
348,100,20,0.1,-3.04543939135315,"log",100,0.0413203491935886,0.0129261711600447,0.0410742316025115,0.89,0.72,0.333333333333333,0.0502932786628754
349,10,50,0.1,-3.04543939135315,"log",100,0.226201720831406,0.106949494243302,0.23537789794199,0.88,0.5,0.333333333333333,0.0502932786628754
350,26,50,0.1,-3.04543939135315,"log",100,0.0613117210842808,0.00199961828071236,0.0607026023467066,0.78,0.62,0.333333333333333,0.0502932786628754
351,76,50,0.1,-3.04543939135315,"log",100,0.0170561807599583,0.0176323286670779,0.0171965179665826,0.86,0.87,0.333333333333333,0.0502932786628754
352,100,50,0.1,-3.04543939135315,"log",100,0.0194956336718698,0.0108206159957091,0.0194177630656777,0.81,0.91,0.333333333333333,0.0502932786628754
353,10,100,0.1,-3.04543939135315,"log",100,0.0823946193698517,0.0303157004926344,0.0824897148725123,0.95,0.62,0.333333333333333,0.0502932786628754
354,26,100,0.1,-3.04543939135315,"log",100,0.0470543206604349,-0.00722189164784159,0.0466359331728037,0.91,0.92,0.333333333333333,0.0502932786628754
355,76,100,0.1,-3.04543939135315,"log",100,0.0141484694838417,-0.0218192059729989,0.0144830625382954,0.93,0.99,0.333333333333333,0.0502932786628754
356,100,100,0.1,-3.04543939135315,"log",100,0.0112395623296904,0.000395282041721051,0.011127322954286,0.94,1,0.333333333333333,0.0502932786628754
357,10,500,0.1,-3.04543939135315,"log",100,0.0567644464391704,0.0505259049689923,0.0587496690477144,0.85,0.97,0.333333333333333,0.0502932786628754
358,26,500,0.1,-3.04543939135315,"log",100,0.0226172260450321,0.0101592421887874,0.0224942639864322,0.91,1,0.333333333333333,0.0502932786628754
359,76,500,0.1,-3.04543939135315,"log",100,0.00850273766674195,0.01037952792055,0.00852544488992801,0.94,1,0.333333333333333,0.0502932786628754
360,100,500,0.1,-3.04543939135315,"log",100,0.00491394169560872,-0.0181478131873981,0.00519414540213734,0.96,1,0.333333333333333,0.0502932786628754
361,10,10,0.15,-3.04543939135315,"log",100,38.8605317932454,0.778384229509328,39.029778613306,0.898876404494382,0.314606741573034,0.420084025208403,0.0519640005515016
362,26,10,0.15,-3.04543939135315,"log",100,0.327853099989627,-0.00227016634400805,0.324512813849044,0.928571428571429,0.346938775510204,0.420084025208403,0.0519640005515016
363,76,10,0.15,-3.04543939135315,"log",100,0.11317151545088,0.0231204779085916,0.11255126056745,0.877551020408163,0.561224489795918,0.420084025208403,0.0519640005515016
364,100,10,0.15,-3.04543939135315,"log",100,0.067692460917002,0.0103862664379406,0.0671165732160371,0.888888888888889,0.656565656565657,0.420084025208403,0.0519640005515016
365,10,20,0.15,-3.04543939135315,"log",100,0.57053222100275,0.0450972687057411,0.566744227290297,0.918367346938776,0.479591836734694,0.420084025208403,0.0519640005515016
366,26,20,0.15,-3.04543939135315,"log",100,0.144478508368671,-0.0418545409050513,0.144770932090633,0.929292929292929,0.626262626262626,0.420084025208403,0.0519640005515016
367,76,20,0.15,-3.04543939135315,"log",100,0.049358931248656,0.0199820694658051,0.0492646250363057,0.93,0.91,0.420084025208403,0.0519640005515016
368,100,20,0.15,-3.04543939135315,"log",100,0.041605644824885,0.0224247138008023,0.041692456165684,0.93,0.86,0.420084025208403,0.0519640005515016
369,10,50,0.15,-3.04543939135315,"log",100,0.16394674040844,-0.0232616898383343,0.162848379218491,0.82,0.51,0.420084025208403,0.0519640005515016
370,26,50,0.15,-3.04543939135315,"log",100,0.0673349995415054,-0.0223197651052156,0.0671598214604424,0.74,0.72,0.420084025208403,0.0519640005515016
371,76,50,0.15,-3.04543939135315,"log",100,0.0247069764246119,0.0183871961947155,0.0247979956442687,0.64,0.67,0.420084025208403,0.0519640005515016
372,100,50,0.15,-3.04543939135315,"log",100,0.0167040494430237,0.005202221365163,0.0165640720557256,0.78,0.79,0.420084025208403,0.0519640005515016
373,10,100,0.15,-3.04543939135315,"log",100,0.155597893095496,0.0692429017834618,0.158836493611935,0.88,0.75,0.420084025208403,0.0519640005515016
374,26,100,0.15,-3.04543939135315,"log",100,0.0603968745392981,-0.0167903912984822,0.0600748230338613,0.91,0.99,0.420084025208403,0.0519640005515016
375,76,100,0.15,-3.04543939135315,"log",100,0.0174869904587676,-0.0081338518994107,0.0173782801009014,0.94,1,0.420084025208403,0.0519640005515016
376,100,100,0.15,-3.04543939135315,"log",100,0.0116422726262807,0.0040890454028937,0.0115425701923248,0.96,1,0.420084025208403,0.0519640005515016
377,10,500,0.15,-3.04543939135315,"log",100,0.086977490720893,0.0314012512603959,0.0870937543944026,0.88,0.99,0.420084025208403,0.0519640005515016
378,26,500,0.15,-3.04543939135315,"log",100,0.0294165124631002,0.00350946134768493,0.0291346636574201,0.95,1,0.420084025208403,0.0519640005515016
379,76,500,0.15,-3.04543939135315,"log",100,0.00925626241049818,-0.00312340152809308,0.00917345542349889,0.96,1,0.420084025208403,0.0519640005515016
380,100,500,0.15,-3.04543939135315,"log",100,0.00773374852889532,0.0174992079720678,0.00796263332325604,0.96,1,0.420084025208403,0.0519640005515016
381,10,10,0.2,-3.04543939135315,"log",100,34.9985396731268,0.575174078297024,34.9176173679055,0.952941176470588,0.329411764705882,0.5,0.0539099945100975
382,26,10,0.2,-3.04543939135315,"log",100,0.302141144127621,-0.0856454041827541,0.306361422229293,0.865979381443299,0.474226804123711,0.5,0.0539099945100975
383,76,10,0.2,-3.04543939135315,"log",100,0.0924506297414567,0.0111036930959323,0.0916305479689534,0.918367346938776,0.826530612244898,0.5,0.0539099945100975
384,100,10,0.2,-3.04543939135315,"log",100,0.0757522473229923,0.00764498076735259,0.0750297420505956,0.896907216494845,0.824742268041237,0.5,0.0539099945100975
385,10,20,0.2,-3.04543939135315,"log",100,0.670416504019872,0.0588159652112712,0.666964311432886,0.907216494845361,0.443298969072165,0.5,0.0539099945100975
386,26,20,0.2,-3.04543939135315,"log",100,0.174700437121016,0.040338647076866,0.174544986047365,0.918367346938776,0.724489795918367,0.5,0.0539099945100975
387,76,20,0.2,-3.04543939135315,"log",100,0.0572188788339882,0.00222840903073896,0.0566516558524566,0.93,0.9,0.5,0.0539099945100975
388,100,20,0.2,-3.04543939135315,"log",100,0.0390814317279761,0.00185384412363137,0.038694054148731,0.93,0.96,0.5,0.0539099945100975
389,10,50,0.2,-3.04543939135315,"log",100,0.196301997315247,-0.0462443203164771,0.19645768601905,0.797979797979798,0.535353535353535,0.5,0.0539099945100975
390,26,50,0.2,-3.04543939135315,"log",100,0.0743641179666956,-0.01099638148527,0.0737338856657309,0.646464646464647,0.646464646464647,0.5,0.0539099945100975
391,76,50,0.2,-3.04543939135315,"log",100,0.022692636450121,-0.010924592918615,0.0225850568160572,0.52,0.49,0.5,0.0539099945100975
392,100,50,0.2,-3.04543939135315,"log",100,0.0236659907571402,0.0102559778801426,0.0235345159318468,0.48,0.5,0.5,0.0539099945100975
393,10,100,0.2,-3.04543939135315,"log",100,0.143783742022705,0.0922368907942124,0.150853548625861,0.95,0.89,0.5,0.0539099945100975
394,26,100,0.2,-3.04543939135315,"log",100,0.0614185595113178,0.0151768789352647,0.0610347115704203,0.94,1,0.5,0.0539099945100975
395,76,100,0.2,-3.04543939135315,"log",100,0.0224854463849514,-0.00666251993219051,0.0223049810929487,0.96,1,0.5,0.0539099945100975
396,100,100,0.2,-3.04543939135315,"log",100,0.0175165098908881,0.00333370041711927,0.0173506890060169,0.939393939393939,1,0.5,0.0539099945100975
397,10,500,0.2,-3.04543939135315,"log",100,0.095162224175169,0.012111802903456,0.0943572977029895,0.94,1,0.5,0.0539099945100975
398,26,500,0.2,-3.04543939135315,"log",100,0.0361580576240254,0.0198788011978847,0.0361916437848502,0.96,1,0.5,0.0539099945100975
399,76,500,0.2,-3.04543939135315,"log",100,0.0116683829531524,0.0101695966089938,0.0116551198188106,0.97,1,0.5,0.0539099945100975
400,100,500,0.2,-3.04543939135315,"log",100,0.0145947420014953,-0.00106795058489888,0.0144499350999321,0.9,1,0.5,0.0539099945100975
401,10,10,0.01,-2.89534176395287,"log",100,36.3158787021701,1.35379903490593,37.7451407657249,0.966666666666667,0.155555555555556,0.100503781525921,0.055560027901885
402,26,10,0.01,-2.89534176395287,"log",100,0.351776077227495,0.117140985078015,0.361795181536464,0.978947368421053,0.294736842105263,0.100503781525921,0.055560027901885
403,76,10,0.01,-2.89534176395287,"log",100,0.090495467043822,-0.0361575422310164,0.0908794117709095,0.897959183673469,0.326530612244898,0.100503781525921,0.055560027901885
404,100,10,0.01,-2.89534176395287,"log",100,0.0612662675127835,0.0135893827670588,0.0608320876497753,0.929292929292929,0.444444444444444,0.100503781525921,0.055560027901885
405,10,20,0.01,-2.89534176395287,"log",100,0.408919587427532,0.037037587237323,0.406202174421619,0.95,0.31,0.100503781525921,0.055560027901885
406,26,20,0.01,-2.89534176395287,"log",100,0.156466117076105,0.0729426551614381,0.160206282189054,0.95959595959596,0.373737373737374,0.100503781525921,0.055560027901885
407,76,20,0.01,-2.89534176395287,"log",100,0.0318529506146874,0.00292751616217509,0.0315429914594203,0.95,0.48,0.100503781525921,0.055560027901885
408,100,20,0.01,-2.89534176395287,"log",100,0.0284363410638962,0.0175825738306533,0.0284611245557676,0.95,0.45,0.100503781525921,0.055560027901885
409,10,50,0.01,-2.89534176395287,"log",100,0.13160209770216,-0.0257793229673748,0.130950650217795,0.94,0.26,0.100503781525921,0.055560027901885
410,26,50,0.01,-2.89534176395287,"log",100,0.0422095551388837,0.0264638049959108,0.0424877925623565,0.94,0.36,0.100503781525921,0.055560027901885
411,76,50,0.01,-2.89534176395287,"log",100,0.0187591386592402,0.011916188282776,0.0187135428158384,0.92,0.49,0.100503781525921,0.055560027901885
412,100,50,0.01,-2.89534176395287,"log",100,0.0103061851971739,0.00409976834044596,0.0102199314456475,0.96,0.46,0.100503781525921,0.055560027901885
413,10,100,0.01,-2.89534176395287,"log",100,0.0673038230960764,-0.0217031747074877,0.0671018126574994,0.95,0.3,0.100503781525921,0.055560027901885
414,26,100,0.01,-2.89534176395287,"log",100,0.0232939498245892,0.000438479812406004,0.0230612025908892,0.97,0.44,0.100503781525921,0.055560027901885
415,76,100,0.01,-2.89534176395287,"log",100,0.0066803819146501,-0.0120988938432858,0.0067599613277347,0.97,0.58,0.100503781525921,0.055560027901885
416,100,100,0.01,-2.89534176395287,"log",100,0.00541505450480451,-0.00602535587724346,0.00539720887320389,0.96,0.67,0.100503781525921,0.055560027901885
417,10,500,0.01,-2.89534176395287,"log",100,0.0184154665205141,0.0070121879916499,0.0182804826357392,0.91,0.54,0.100503781525921,0.055560027901885
418,26,500,0.01,-2.89534176395287,"log",100,0.00577662525718016,0.00499226906591464,0.00574378175503484,0.95,0.8,0.100503781525921,0.055560027901885
419,76,500,0.01,-2.89534176395287,"log",100,0.00203453425607342,-0.00871661761671798,0.00209016833618876,0.95,0.95,0.100503781525921,0.055560027901885
420,100,500,0.01,-2.89534176395287,"log",100,0.00156484284320649,0.00102179078520237,0.00155023847118315,0.94,0.98,0.100503781525921,0.055560027901885
421,10,10,0.05,-2.89534176395287,"log",100,30.9338418465994,0.66496875113619,31.0360929586024,0.967032967032967,0.197802197802198,0.229415733870562,0.0567541796859378
422,26,10,0.05,-2.89534176395287,"log",100,0.264712521892524,-0.0218717321661972,0.262433472457427,0.947916666666667,0.4375,0.229415733870562,0.0567541796859378
423,76,10,0.05,-2.89534176395287,"log",100,0.0559662559075075,-0.0410921300327793,0.0570895033419009,0.94949494949495,0.535353535353535,0.229415733870562,0.0567541796859378
424,100,10,0.05,-2.89534176395287,"log",100,0.0642794518886337,-0.00801279246068339,0.0636943693388372,0.909090909090909,0.434343434343434,0.229415733870562,0.0567541796859378
425,10,20,0.05,-2.89534176395287,"log",100,0.320875471930105,0.0675650340348721,0.322062869207606,0.968421052631579,0.368421052631579,0.229415733870562,0.0567541796859378
426,26,20,0.05,-2.89534176395287,"log",100,0.126891162348057,0.0217078800802185,0.126093482782154,0.94,0.48,0.229415733870562,0.0567541796859378
427,76,20,0.05,-2.89534176395287,"log",100,0.0344852351674446,0.0133961800926611,0.0343198404568452,0.92,0.61,0.229415733870562,0.0567541796859378
428,100,20,0.05,-2.89534176395287,"log",100,0.0302007668796992,0.0377189797533422,0.0313214806445353,0.92,0.63,0.229415733870562,0.0567541796859378
429,10,50,0.05,-2.89534176395287,"log",100,0.107716786522556,0.0409258856540205,0.108314546773897,0.96,0.38,0.229415733870562,0.0567541796859378
430,26,50,0.05,-2.89534176395287,"log",100,0.0582689720432088,0.0304463581080981,0.0586132630448233,0.93,0.52,0.229415733870562,0.0567541796859378
431,76,50,0.05,-2.89534176395287,"log",100,0.0157100187388156,0.000360027541696222,0.0155530481712582,0.96,0.91,0.229415733870562,0.0567541796859378
432,100,50,0.05,-2.89534176395287,"log",100,0.0125754778594317,0.0141469126293806,0.0126498582177807,0.95,0.91,0.229415733870562,0.0567541796859378
433,10,100,0.05,-2.89534176395287,"log",100,0.077936043690804,0.0435505840035041,0.0790533366209423,0.92,0.55,0.229415733870562,0.0567541796859378
434,26,100,0.05,-2.89534176395287,"log",100,0.0375916308629723,0.0200231113836913,0.0376166395438263,0.88,0.81,0.229415733870562,0.0567541796859378
435,76,100,0.05,-2.89534176395287,"log",100,0.011089263667538,-0.00339357697200262,0.0109898873955276,0.92,0.95,0.229415733870562,0.0567541796859378
436,100,100,0.05,-2.89534176395287,"log",100,0.00756453862973516,0.00191540661347701,0.00749256202593276,0.96,1,0.229415733870562,0.0567541796859378
437,10,500,0.05,-2.89534176395287,"log",100,0.0347473587852731,0.00787526340953096,0.0344619049711899,0.89,0.9,0.229415733870562,0.0567541796859378
438,26,500,0.05,-2.89534176395287,"log",100,0.0168565845337232,-0.0048230214840104,0.0167112802246212,0.9,1,0.229415733870562,0.0567541796859378
439,76,500,0.05,-2.89534176395287,"log",100,0.00393254114134115,-0.00130272876821883,0.00389491283217129,0.96,1,0.229415733870562,0.0567541796859378
440,100,500,0.05,-2.89534176395287,"log",100,0.00304336390073972,0.000399210491717943,0.00301308963074902,0.95,1,0.229415733870562,0.0567541796859378
441,10,10,0.1,-2.89534176395287,"log",100,18.2792956106019,0.95194273667258,18.9846192041693,0.956043956043956,0.274725274725275,0.333333333333333,0.058438158216587
442,26,10,0.1,-2.89534176395287,"log",100,0.18278002847407,-0.0372484524550374,0.182243475384639,0.957894736842105,0.452631578947368,0.333333333333333,0.058438158216587
443,76,10,0.1,-2.89534176395287,"log",100,0.0765287474458164,-0.0225452796729207,0.0762640194303788,0.939393939393939,0.585858585858586,0.333333333333333,0.058438158216587
444,100,10,0.1,-2.89534176395287,"log",100,0.0655502344852365,0.0458251137120615,0.0669812955882329,0.86734693877551,0.520408163265306,0.333333333333333,0.058438158216587
445,10,20,0.1,-2.89534176395287,"log",100,0.633032656587331,0.0449619030009703,0.628659960050342,0.898989898989899,0.313131313131313,0.333333333333333,0.058438158216587
446,26,20,0.1,-2.89534176395287,"log",100,0.120375459121575,-0.0560719463620948,0.122303608561908,0.919191919191919,0.494949494949495,0.333333333333333,0.058438158216587
447,76,20,0.1,-2.89534176395287,"log",100,0.0441685959084239,-0.000686996968726253,0.0437273819141747,0.94,0.77,0.333333333333333,0.058438158216587
448,100,20,0.1,-2.89534176395287,"log",100,0.036745168676797,-0.00806868493031414,0.0364391090333341,0.929292929292929,0.747474747474748,0.333333333333333,0.058438158216587
449,10,50,0.1,-2.89534176395287,"log",100,0.185177351932733,0.0466620110547124,0.185502921689076,0.85,0.41,0.333333333333333,0.058438158216587
450,26,50,0.1,-2.89534176395287,"log",100,0.0502314851186852,0.00420641960643188,0.0497468642334038,0.85,0.73,0.333333333333333,0.058438158216587
451,76,50,0.1,-2.89534176395287,"log",100,0.0189384325548278,0.00253020275953052,0.0187554501552839,0.88,0.91,0.333333333333333,0.058438158216587
452,100,50,0.1,-2.89534176395287,"log",100,0.0111906703062312,-0.00116504306895688,0.0110801209285215,0.87,0.88,0.333333333333333,0.058438158216587
453,10,100,0.1,-2.89534176395287,"log",100,0.0939407812968841,-0.0207008428505746,0.0934298983786395,0.91,0.75,0.333333333333333,0.058438158216587
454,26,100,0.1,-2.89534176395287,"log",100,0.034741665012798,0.0137578343838765,0.0345835263696042,0.96,0.95,0.333333333333333,0.058438158216587
455,76,100,0.1,-2.89534176395287,"log",100,0.0128745099878088,-0.0113172562291634,0.0128738451764873,0.96,1,0.333333333333333,0.058438158216587
456,100,100,0.1,-2.89534176395287,"log",100,0.0110389114860737,-0.00410249145985285,0.0109453528073911,0.9,1,0.333333333333333,0.058438158216587
457,10,500,0.1,-2.89534176395287,"log",100,0.0708586007189484,0.0101254734024396,0.0702525399233824,0.84,0.98,0.333333333333333,0.058438158216587
458,26,500,0.1,-2.89534176395287,"log",100,0.0223599307270469,-0.00660662615679444,0.0221799789289521,0.92,1,0.333333333333333,0.058438158216587
459,76,500,0.1,-2.89534176395287,"log",100,0.00672535458918423,0.00217885356062108,0.00666284844613102,0.96,1,0.333333333333333,0.058438158216587
460,100,500,0.1,-2.89534176395287,"log",100,0.00653255554230097,-0.010411135118953,0.00657562172134305,0.94,1,0.333333333333333,0.058438158216587
461,10,10,0.15,-2.89534176395287,"log",100,25.0075932765244,0.641214346082908,25.1345719178228,0.954545454545455,0.215909090909091,0.420084025208403,0.0603794496308515
462,26,10,0.15,-2.89534176395287,"log",100,0.223066973201593,-0.00391906719945375,0.220631046869509,0.956043956043956,0.43956043956044,0.420084025208403,0.0603794496308515
463,76,10,0.15,-2.89534176395287,"log",100,0.0782306686984251,0.027165405739592,0.0781537251684798,0.916666666666667,0.677083333333333,0.420084025208403,0.0603794496308515
464,100,10,0.15,-2.89534176395287,"log",100,0.0570207821294549,0.0143476811837253,0.0566200340195977,0.904255319148936,0.734042553191489,0.420084025208403,0.0603794496308515
465,10,20,0.15,-2.89534176395287,"log",100,0.450524038246858,-0.000666875291197391,0.445879905255627,0.927835051546392,0.45360824742268,0.420084025208403,0.0603794496308515
466,26,20,0.15,-2.89534176395287,"log",100,0.122058050380639,0.028486098450298,0.121624017875552,0.928571428571429,0.76530612244898,0.420084025208403,0.0603794496308515
467,76,20,0.15,-2.89534176395287,"log",100,0.0500754652811405,0.0169202110481164,0.0498610041702419,0.9,0.86,0.420084025208403,0.0603794496308515
468,100,20,0.15,-2.89534176395287,"log",100,0.0367147638826571,0.0269486952180617,0.0370738484177865,0.92,0.96,0.420084025208403,0.0603794496308515
469,10,50,0.15,-2.89534176395287,"log",100,0.174042540121485,0.0181916371303699,0.172633050381753,0.83,0.58,0.420084025208403,0.0603794496308515
470,26,50,0.15,-2.89534176395287,"log",100,0.0864451594843262,-0.0178771014558097,0.0859002986459442,0.71,0.7,0.420084025208403,0.0603794496308515
471,76,50,0.15,-2.89534176395287,"log",100,0.02474483810241,-0.00793435828799514,0.0245603437628282,0.75,0.81,0.420084025208403,0.0603794496308515
472,100,50,0.15,-2.89534176395287,"log",100,0.0152329296371612,-0.0111559323161078,0.0152050551666311,0.78,0.81,0.420084025208403,0.0603794496308515
473,10,100,0.15,-2.89534176395287,"log",100,0.136705084280699,-0.0188908430345941,0.13569489738845,0.9,0.87,0.420084025208403,0.0603794496308515
474,26,100,0.15,-2.89534176395287,"log",100,0.0453762795878409,-0.00607358866795376,0.0449594052712699,0.94,1,0.420084025208403,0.0603794496308515
475,76,100,0.15,-2.89534176395287,"log",100,0.017071871329286,0.0221395044544005,0.0173913102734795,0.92,1,0.420084025208403,0.0603794496308515
476,100,100,0.15,-2.89534176395287,"log",100,0.0104622589444537,0.00320365616968364,0.0103678997678627,0.96,1,0.420084025208403,0.0603794496308515
477,10,500,0.15,-2.89534176395287,"log",100,0.0707387295527849,-0.0129102102603445,0.0701980157862233,0.91,0.99,0.420084025208403,0.0603794496308515
478,26,500,0.15,-2.89534176395287,"log",100,0.0346926334303243,-0.000164542851406037,0.034345734170371,0.93,1,0.420084025208403,0.0603794496308515
479,76,500,0.15,-2.89534176395287,"log",100,0.0100283418660451,-0.00977459295539199,0.0100236011148282,0.96,1,0.420084025208403,0.0603794496308515
480,100,500,0.15,-2.89534176395287,"log",100,0.00837562331851689,0.011209113162223,0.00841751130321524,0.96,1,0.420084025208403,0.0603794496308515
481,10,10,0.2,-2.89534176395287,"log",100,21.9116174932042,0.988154356749329,22.627213936762,0.964285714285714,0.238095238095238,0.5,0.0626405927868433
482,26,10,0.2,-2.89534176395287,"log",100,0.254902671748385,-0.0158663034171652,0.252290336369046,0.932584269662921,0.528089887640449,0.5,0.0626405927868433
483,76,10,0.2,-2.89534176395287,"log",100,0.0522143157624652,0.0167521014920906,0.0519566567517895,0.958762886597938,0.77319587628866,0.5,0.0626405927868433
484,100,10,0.2,-2.89534176395287,"log",100,0.0712605096336379,0.0611832048577381,0.0742615972149514,0.875,0.791666666666667,0.5,0.0626405927868433
485,10,20,0.2,-2.89534176395287,"log",100,0.49812726313934,0.120759151933632,0.507466591039919,0.957894736842105,0.578947368421053,0.5,0.0626405927868433
486,26,20,0.2,-2.89534176395287,"log",100,0.141315720266589,0.0242886124027262,0.140418123061496,0.936842105263158,0.757894736842105,0.5,0.0626405927868433
487,76,20,0.2,-2.89534176395287,"log",100,0.0519981223067444,-0.00102556463541122,0.0514685810048032,0.897959183673469,0.959183673469388,0.5,0.0626405927868433
488,100,20,0.2,-2.89534176395287,"log",100,0.0323367602605969,0.0242218684744216,0.0325968252309629,0.929292929292929,1,0.5,0.0626405927868433
489,10,50,0.2,-2.89534176395287,"log",100,0.199478281047511,0.0112144963632886,0.197609263165718,0.83,0.63,0.5,0.0626405927868433
490,26,50,0.2,-2.89534176395287,"log",100,0.0714376566935239,0.00608017405808298,0.0707602486431652,0.66,0.67,0.5,0.0626405927868433
491,76,50,0.2,-2.89534176395287,"log",100,0.0273342057234651,-0.00478558531516826,0.027081004462158,0.555555555555556,0.585858585858586,0.5,0.0626405927868433
492,100,50,0.2,-2.89534176395287,"log",100,0.018241805070022,-0.0249201683112198,0.0186804018079813,0.5,0.49,0.5,0.0626405927868433
493,10,100,0.2,-2.89534176395287,"log",100,0.133620473146726,-0.0656558356494412,0.136581460152596,0.898989898989899,0.909090909090909,0.5,0.0626405927868433
494,26,100,0.2,-2.89534176395287,"log",100,0.0570398972815911,0.0188008014918788,0.0568172068397262,0.929292929292929,1,0.5,0.0626405927868433
495,76,100,0.2,-2.89534176395287,"log",100,0.0181286365787839,0.0123681251501143,0.018100320732725,0.98,1,0.5,0.0626405927868433
